,0
2014-01-31,-0.03583694854320922
2014-02-28,0.012198223131658529
2014-03-31,0.013451916909836974
2014-04-30,0.029397339875993193
2014-05-30,0.014239009768935794
2014-06-30,0.012815982297041183
2014-07-31,0.011642361490407944
2014-08-29,0.03454856271266914
2014-09-30,-0.029233878197007054
2014-10-31,0.01900389209377376
2014-11-28,-0.018357076538833995
2014-12-31,-0.03172168383125665
2015-01-30,0.014698223727001468
2015-02-27,0.03383916386199651
2015-03-31,0.0025931545994572125
2015-04-30,0.02869143386371551
2015-05-29,-0.03849598298670132
2015-06-30,-0.022441044017328667
2015-07-31,0.018190437354257415
2015-08-31,-0.06823747780535841
2015-09-30,-0.016966275187058715
2015-10-30,0.034068167839374906
2015-11-30,-0.025046518664750113
2015-12-31,-0.016945374036829296
2016-01-29,0.039112483263253825
2016-02-29,-0.006098718873978701
2016-03-31,0.0801506451063313
2016-04-29,-0.011655497351725035
2016-05-31,0.005498214928382753
2016-06-30,0.06593503593590251
2016-07-29,0.023488436040830354
2016-08-31,-0.010968976242602787
2016-09-30,-0.009456583151226697
2016-10-31,-0.036529244276471196
2016-11-30,-0.060652234631498166
2016-12-30,-0.02839166041286478
2017-01-31,0.013455619164669242
2017-02-28,0.04260322057346716
2017-03-31,0.020057441271555086
2017-04-28,0.0011188802018212178
2017-05-31,0.05969769362380699
2017-06-30,0.0003421349859314129
2017-07-31,0.008018888811102397
2017-08-31,-0.0024618519097715143
2017-09-29,0.00707754221599214
2017-10-31,0.006805249071784448
2017-11-30,0.020338613173765258
2017-12-29,0.04337079833685602
2018-01-31,0.03873964667762169
2018-02-28,-0.02087161914189676
2018-03-30,0.021973283754309736
2018-04-30,-0.01052513260232692
2018-05-31,-0.03803132975471563
2018-06-29,-0.03452021849902856
2018-07-31,0.009656452559309227
2018-08-31,0.003918580770954154
2018-09-28,0.006521501692907949
2018-10-31,-0.045704946299924595
2018-11-30,0.0181093364035188
2018-12-31,0.02484239248377937
2019-01-31,0.015351846256234456
2019-02-28,0.01923378739340273
2019-03-29,0.010095661075235612
2019-04-30,0.006064988536122752
2019-05-31,-0.016330435239173435
2019-06-28,0.03457342496474938
2019-07-31,-0.010663789317120746
2019-08-30,0.00967670168955683
2019-09-30,0.03158412242765002
2019-10-31,0.026803996090928487
2019-11-29,-0.02900481161516976
2019-12-31,0.027088741983493904
2020-01-31,-0.015257331503451831
2020-02-28,-0.03197424038605716
2020-03-31,-0.047386282164092075
2020-04-30,0.086321516746339
2020-05-29,0.00442752745425847
2020-06-30,0.07357993107984799
2020-07-31,0.026603135909481757
2020-08-31,-0.009356588650146078
2020-09-30,-0.018217354978636576
2020-10-30,0.029113443768599714
2020-11-30,0.033371505471856154
2020-12-31,0.027688033865724288
2021-01-29,-0.0030788154132146256
2021-02-26,0.020377403734332087
2021-03-31,0.017002549307622274
2021-04-30,0.015264640938746573
2021-05-31,0.011779220745193584
2021-06-30,0.003150258868923377
2021-07-30,-0.005051302460388997
2021-08-31,0.019155208671946117
2021-09-30,-0.009858876576792117
2021-10-29,0.01974565808979676
2021-11-30,0.0027659733696062047
2021-12-31,0.01936120254130735
2022-01-31,-0.0017263648681102514
2022-02-28,0.015202586054158574
2022-03-31,0.0012549373314800524
2022-04-29,-0.019646045566375586
2022-05-31,-0.007728517000385435
2022-06-30,-0.04193493777743523
2022-07-29,0.005796723132867646
2022-08-31,-0.00893919473057835
2022-09-30,-0.06230843287569894
2022-10-31,-0.02814954567570193
2022-11-30,0.1342691205427222
2022-12-30,-0.02271319984785208
2023-01-31,0.026182835977500426
2023-02-28,-0.005257600292949055
2023-03-31,0.03681389118571465
2023-04-28,0.03409781202814785
2023-05-31,0.012070390906368838
2023-06-30,-0.011546048746083695
2023-07-31,0.02037267078059797
2023-08-31,-0.024594718333167315
2023-09-29,-0.020834601853244122
2023-10-31,-0.01996249298136633
2023-11-30,0.0627221326180693
2023-12-29,0.03189980452695825
2024-01-31,-0.0036072711145937984
2024-02-29,-0.0050730470313055855
2024-03-29,-0.02776727280522317
2024-04-30,-0.0010338036656273863
2024-05-31,0.014928534508815497
2024-06-28,-0.020710623369128836
2024-07-31,0.014765904130404702
2024-08-30,0.03747209318868994
2024-09-30,0.047005453711773566
2024-10-31,-0.029918592488855634
2024-11-29,-0.038551995857340704
2024-12-31,-0.004590815213077709
2025-01-31,-0.00519521960031374
2025-02-28,0.012689338717741153
2025-03-31,0.0012634957358248228
2025-04-30,0.01680571249267263
2025-05-30,0.04410636929432461
2025-06-30,0.03461292635898847
2025-07-31,-0.008273247186410303
2025-08-29,0.01690332101410128
2025-09-30,0.025012269377347962
2025-10-31,0.016966027170933685
2025-11-28,-0.002303215551548726
2025-12-31,0.00467686722823791
